Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_ALL,GO:0043005~neuron projection,41,18.385650224215200,1.07899194829469E-09,"349667, 6792, 6014, 6332, 4135, 26059, 6092, 8470, 2564, 1012, 6622, 5579, 6503, 4986, 57626, 5935, 11127, 124925, 132204, 6002, 6786, 135138, 246213, 23034, 80228, 254263, 94233, 339479, 84628, 81544, 2558, 64919, 2556, 389, 2775, 27255, 8516, 4852, 11178, 40, 123904",214,1312,20163,2.944363317757010,5.80497471758257E-07,4.34922559118726E-07,3.83992965764674E-05
GOTERM_BP_ALL,GO:0044699~single-organism process,181,81.16591928251120,1.52174115847434E-09,"3082, 25903, 7200, 8534, 6750, 9500, 6511, 5026, 27128, 23167, 122402, 203068, 51760, 2786, 2783, 23286, 3872, 8407, 6622, 6503, 57626, 10534, 115827, 131375, 6482, 7056, 6002, 5950, 166614, 81839, 7291, 254263, 94233, 54360, 27253, 2558, 2556, 3248, 55577, 80115, 27255, 10021, 8935, 4852, 6014, 7223, 5321, 2331, 7060, 6092, 2172, 23787, 64859, 4628, 29760, 654, 2564, 5797, 4986, 84189, 10633, 3779, 124925, 5294, 8685, 5175, 6660, 7991, 340061, 6786, 246213, 58189, 339479, 92196, 57414, 301, 389, 147, 1004, 84058, 11332, 55118, 11178, 40, 4239, 5604, 349667, 148281, 6792, 48, 92304, 4892, 4135, 145173, 23089, 26996, 58475, 2350, 23643, 2900, 3957, 79178, 283209, 4929, 727936, 84885, 57664, 55885, 435, 1012, 318, 5733, 5579, 120425, 7138, 135138, 7092, 6281, 84628, 163782, 284, 146395, 165, 255426, 1545, 64919, 2632, 51451, 567, 326, 844, 4016, 5502, 967, 10100, 80274, 8739, 10863, 9168, 132671, 6332, 112464, 9721, 1043, 26059, 8470, 1316, 4826, 54331, 2920, 83857, 79873, 1675, 282974, 59345, 1278, 1397, 7535, 7538, 56999, 6604, 11127, 26509, 5650, 9577, 7038, 220441, 5090, 5092, 81544, 79623, 2775, 8516, 84253, 1608, 5768, 123904, 103910, 10842, 10446, 10204",196,14528,19157,1.2177108384653400,5.86020810799948E-06,5.85870346012619E-06,5.79479033147027E-04
GOTERM_CC_ALL,GO:0097458~neuron part,49,21.973094170403600,1.61681248743021E-09,"349667, 148281, 6792, 6750, 6511, 4135, 2900, 1012, 6622, 5579, 6503, 57626, 5935, 115827, 6002, 135138, 254263, 80228, 94233, 84628, 27253, 2558, 64919, 2556, 27255, 4852, 51138, 6014, 6332, 26059, 6092, 8470, 2564, 4986, 6604, 11127, 124925, 132204, 6786, 246213, 23034, 339479, 81544, 389, 2775, 8516, 11178, 40, 123904",214,1805,20163,2.5577627048437600,8.6984472680296E-07,4.34922559118726E-07,3.83992965764674E-05
GOTERM_BP_ALL,GO:0044763~single-organism cellular process,158,70.85201793721970,5.86788179016896E-09,"3082, 25903, 7200, 8534, 6750, 9500, 6511, 5026, 23167, 122402, 203068, 51760, 2786, 23286, 3872, 8407, 6622, 6503, 57626, 10534, 115827, 131375, 6482, 7056, 5950, 166614, 81839, 7291, 254263, 54360, 27253, 2558, 2556, 3248, 55577, 80115, 27255, 10021, 8935, 4852, 6014, 7223, 5321, 2331, 7060, 6092, 23787, 64859, 4628, 29760, 654, 2564, 5797, 4986, 84189, 3779, 124925, 5294, 8685, 5175, 6660, 7991, 340061, 6786, 246213, 58189, 339479, 92196, 57414, 301, 389, 147, 1004, 84058, 11332, 55118, 11178, 40, 4239, 5604, 349667, 148281, 6792, 48, 92304, 4892, 4135, 145173, 23089, 2350, 2900, 3957, 79178, 4929, 727936, 84885, 57664, 55885, 435, 1012, 318, 5733, 5579, 120425, 7138, 135138, 7092, 6281, 84628, 163782, 284, 165, 1545, 64919, 2632, 51451, 567, 326, 844, 4016, 5502, 967, 10100, 80274, 8739, 9168, 132671, 112464, 9721, 1043, 26059, 8470, 1316, 4826, 2920, 83857, 79873, 1278, 7535, 7538, 56999, 6604, 11127, 26509, 5650, 9577, 220441, 5090, 5092, 81544, 79623, 2775, 8516, 1608, 5768, 123904, 103910, 10204",196,11755,19157,1.313729285844500,2.25969573167673E-05,1.12956724460753E-05,0.0011172446928481700
GOTERM_BP_ALL,GO:0007154~cell communication,105,47.08520179372200,7.05110521923874E-08,"3082, 25903, 7200, 6750, 9500, 6511, 5026, 27128, 2786, 2783, 23286, 6622, 6503, 6002, 5950, 166614, 81839, 7291, 254263, 94233, 54360, 27253, 2558, 2556, 3248, 27255, 10021, 8935, 4852, 6014, 2331, 7060, 6092, 23787, 29760, 654, 2564, 5797, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 340061, 246213, 92196, 57414, 301, 389, 147, 1004, 84058, 11178, 40, 5604, 349667, 148281, 92304, 23089, 26996, 58475, 2350, 23643, 2900, 4929, 84885, 57664, 55885, 1012, 5733, 5579, 84628, 284, 146395, 255426, 1545, 844, 5502, 967, 80274, 8739, 6332, 112464, 26059, 8470, 4826, 54331, 2920, 1675, 282974, 59345, 1278, 7535, 7538, 9577, 7038, 220441, 2775, 8516, 84253, 1608, 10842, 10446",196,6656,19157,1.5418687757554900,2.71501208543912E-04,9.04891836468971E-05,0.008950202891620370
GOTERM_BP_ALL,GO:0023052~signaling,104,46.63677130044840,9.7116247600258E-08,"3082, 25903, 7200, 6750, 9500, 6511, 5026, 27128, 2786, 2783, 23286, 6622, 6503, 6002, 5950, 166614, 81839, 7291, 254263, 94233, 54360, 27253, 2558, 2556, 3248, 27255, 10021, 8935, 4852, 6014, 2331, 7060, 6092, 23787, 29760, 654, 2564, 5797, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 340061, 246213, 92196, 57414, 301, 389, 147, 1004, 84058, 11178, 40, 5604, 349667, 148281, 92304, 23089, 26996, 58475, 23643, 2900, 4929, 84885, 57664, 55885, 1012, 5733, 5579, 84628, 284, 146395, 255426, 1545, 844, 5502, 967, 80274, 8739, 6332, 112464, 26059, 8470, 4826, 54331, 2920, 1675, 282974, 59345, 1278, 7535, 7538, 9577, 7038, 220441, 2775, 8516, 84253, 1608, 10842, 10446",196,6602,19157,1.539675670328720,3.73924760370126E-04,9.34743883152483E-05,0.009245466771544560
GOTERM_BP_ALL,GO:0044767~single-organism developmental process,101,45.2914798206278,1.73925325447208E-07,"3082, 9500, 5026, 122402, 203068, 51760, 23286, 3872, 8407, 6622, 6503, 57626, 6482, 5950, 166614, 81839, 7291, 94233, 54360, 27253, 2558, 3248, 27255, 10021, 4852, 6014, 7223, 7060, 6092, 23787, 4628, 29760, 654, 5797, 84189, 3779, 124925, 5294, 5175, 6660, 6786, 246213, 339479, 92196, 301, 389, 1004, 55118, 11178, 40, 5604, 349667, 6792, 48, 92304, 4892, 4135, 23089, 4929, 84885, 57664, 55885, 1012, 5579, 7138, 135138, 7092, 6281, 84628, 284, 1545, 64919, 567, 326, 844, 4016, 967, 10100, 80274, 9721, 8470, 1316, 4826, 59345, 1278, 1397, 7535, 7538, 56999, 6604, 11127, 26509, 7038, 5090, 81544, 2775, 8516, 1608, 123904, 103910, 10842",196,6398,19157,1.5429383225625400,6.69562229753118E-04,1.28082547658906E-04,0.012668528350262700
GOTERM_BP_ALL,GO:0032502~developmental process,102,45.73991031390140,1.9960916518271E-07,"3082, 9500, 5026, 122402, 203068, 51760, 23286, 3872, 8407, 6622, 6503, 57626, 6482, 5950, 166614, 81839, 7291, 94233, 54360, 27253, 2558, 3248, 27255, 10021, 4852, 6014, 7223, 7060, 6092, 23787, 4628, 29760, 654, 5797, 84189, 3779, 124925, 5294, 5175, 6660, 6786, 246213, 339479, 92196, 301, 389, 1004, 55118, 11178, 40, 5604, 349667, 6792, 48, 92304, 4892, 4135, 23089, 4929, 84885, 57664, 55885, 1012, 5579, 7138, 135138, 7092, 6281, 84628, 284, 1545, 64919, 567, 326, 844, 4016, 967, 10100, 80274, 9721, 8470, 1316, 4826, 59345, 1278, 1397, 7535, 7538, 56999, 6604, 11127, 26509, 5650, 7038, 5090, 81544, 2775, 8516, 1608, 123904, 103910, 10842",196,6505,19157,1.5325840405339700,7.68399601600245E-04,1.28082547658906E-04,0.012668528350262700
GOTERM_BP_ALL,GO:0044700~single organism signaling,102,45.73991031390140,3.10046911581416E-07,"3082, 25903, 7200, 6750, 9500, 6511, 5026, 27128, 2786, 2783, 23286, 6622, 6503, 6002, 5950, 166614, 81839, 7291, 254263, 94233, 54360, 27253, 2558, 2556, 3248, 27255, 10021, 8935, 4852, 6014, 2331, 7060, 6092, 29760, 654, 2564, 5797, 4986, 10633, 3779, 124925, 5294, 8685, 5175, 340061, 246213, 92196, 57414, 301, 389, 147, 1004, 84058, 11178, 40, 5604, 349667, 148281, 92304, 23089, 26996, 58475, 23643, 2900, 4929, 84885, 57664, 55885, 1012, 5733, 5579, 284, 146395, 255426, 1545, 844, 5502, 967, 80274, 8739, 6332, 112464, 26059, 8470, 4826, 54331, 2920, 1675, 282974, 59345, 1278, 7535, 7538, 9577, 7038, 220441, 2775, 8516, 84253, 1608, 10842, 10446",196,6558,19157,1.5201981066900700,0.00119327831817162,1.70525801369779E-04,0.01686655199002910
GOTERM_CC_ALL,GO:0019897~extrinsic component of plasma membrane,13,5.829596412556050,4.14858482022762E-07,"6281, 54331, 2786, 1004, 301, 2775, 59345, 57664, 1012, 2783, 7535, 6503, 80274",214,177,20163,6.920085537779190,2.23169003711665E-04,7.29580540015337E-05,0.006441463875600100
